word1,word2,SimLex999,POS,emb1,emb2,similarity_score
klif,staart,0.93,N,"tensor([21.6557, -0.2434, 29.6282,  ..., 20.0076, 12.5900, 15.3065])","tensor([17.0469, -0.2101, 24.6074,  ..., 15.5643, 10.2084, 12.2024])",0.9931426
enkel,raam,0.86,N,"tensor([36.4090, -0.2857, 41.9278,  ..., 24.9527, 14.2821, 21.2851])","tensor([19.1948, -0.3107, 40.0205,  ..., 24.7167, 13.1965, 19.0442])",0.99767876
prinses,eiland,0.87,N,"tensor([21.1511, -0.2388, 27.1527,  ..., 17.2796, 14.7640, 13.5449])","tensor([25.8150, -0.2619, 33.9141,  ..., 17.7323, 13.2204, 16.8879])",0.98927754
container,muis,0.94,N,"tensor([35.6998, -0.1824, 40.8394,  ..., 22.7647, 13.9901, 20.2449])","tensor([18.0063, -0.2521, 25.1811,  ..., 16.4689, 11.5157, 12.4477])",0.9868046
wagen,container,2.6,N,"tensor([14.2925, -0.3464, 35.3376,  ..., 20.2677, 12.3207, 17.4916])","tensor([35.6998, -0.1824, 40.8394,  ..., 22.7647, 13.9901, 20.2449])",0.9939824
mensen,ballon,1.5,N,"tensor([37.6216, -0.3536, 45.1643,  ..., 25.7870, 15.5461, 22.5821])","tensor([25.6392, -0.3190, 36.5815,  ..., 21.3049, 12.5009, 18.5840])",0.99499905
dollar,mensen,1.47,N,"tensor([23.2735, -0.3103, 32.4946,  ..., 19.0982, 11.7057, 16.2390])","tensor([37.6216, -0.3536, 45.1643,  ..., 25.7870, 15.5461, 22.5821])",0.99295956
bad,ballon,1.12,N,"tensor([30.8544, -0.2464, 37.9788,  ..., 22.7768, 13.1851, 19.0977])","tensor([25.6392, -0.3190, 36.5815,  ..., 21.3049, 12.5009, 18.5840])",0.99599874
buik,slaapkamer,0.77,N,"tensor([18.6574, -0.2833, 26.8131,  ..., 17.5596, 10.2860, 13.5761])","tensor([19.5475, -0.4290, 45.2344,  ..., 28.0269, 15.3376, 22.3451])",0.99041605
fiets,slaapkamer,0.83,N,"tensor([37.4753, -0.3048, 42.9163,  ..., 24.9819, 15.0462, 21.6862])","tensor([19.5475, -0.4290, 45.2344,  ..., 28.0269, 15.3376, 22.3451])",0.99691415
boomstam,bad,0.96,N,"tensor([19.1933, -0.3360, 29.4890,  ..., 21.0741, 12.1479, 15.8157])","tensor([30.8544, -0.2464, 37.9788,  ..., 22.7768, 13.1851, 19.0977])",0.98808557
kom,staart,0.67,N,"tensor([24.8777, -0.2798, 31.5229,  ..., 19.8917, 11.8026, 15.7065])","tensor([17.0469, -0.2101, 24.6074,  ..., 15.5643, 10.2084, 12.2024])",0.9920241
gaan,toestaan,1.33,V,"tensor([35.2709, -0.2134, 40.7264,  ..., 23.1331, 14.3246, 19.7422])","tensor([16.4436, -0.2003, 21.7331,  ..., 12.4555, 10.0437, 10.6931])",0.9859639
nemen,stelen,4.14,V,"tensor([35.2411, -0.3523, 41.8632,  ..., 24.8141, 14.9149, 21.0960])","tensor([14.6728, -0.4132, 35.4892,  ..., 23.0284, 11.4649, 17.5147])",0.9957459
luisteren,horen,7.22,V,"tensor([21.7694, -0.2850, 31.7214,  ..., 20.1398, 10.4750, 16.4784])","tensor([31.5741, -0.4011, 44.2367,  ..., 25.2579, 14.4493, 22.0619])",0.9966439
denken,rationaliseren,5.34,V,"tensor([35.5975, -0.3814, 44.7626,  ..., 25.4788, 15.7273, 22.3118])","tensor([29.2535, -0.4008, 38.7737,  ..., 23.5734, 13.3204, 20.3717])",0.9982593
plaatsvinden,voorkomen,5.26,V,"tensor([22.5229, -0.5307, 34.2934,  ..., 22.3788, 12.2438, 17.8838])","tensor([35.7834, -0.2527, 43.7329,  ..., 24.0830, 15.7468, 21.7244])",0.9902755
voorbijgaan,verdwijnen,4.51,V,"tensor([18.8551, -0.3385, 26.1187,  ..., 15.9188,  9.3803, 13.2568])","tensor([15.7111, -0.2867, 22.7175,  ..., 14.4533, 10.0698, 11.6821])",0.9948168
vermenigvuldigen,delen,3.63,V,"tensor([19.8967, -0.6399, 33.1513,  ..., 22.9571, 12.7103, 18.1136])","tensor([36.4461, -0.3482, 43.6335,  ..., 24.0556, 15.0486, 21.4567])",0.98696774
pleiten,bedelen,1.73,V,"tensor([18.1430, -0.1538, 25.8661,  ..., 14.0265, 11.8688, 12.8978])","tensor([19.0008, -0.3734, 37.1796,  ..., 22.8270, 12.1501, 18.3257])",0.98937225
beginnen,ontstaan,6.62,V,"tensor([17.7681, -0.1372, 24.6800,  ..., 12.4361, 10.9053, 11.3921])","tensor([38.3377, -0.2981, 43.7717,  ..., 25.7169, 15.6154, 22.0842])",0.98791564
beschermen,verdedigen,7.6,V,"tensor([27.9160, -0.3616, 36.6482,  ..., 19.5781, 12.5456, 18.2072])","tensor([16.5872, -0.4848, 39.5472,  ..., 24.7167, 13.5929, 19.8281])",0.993712
doden,vernietigen,4.8,V,"tensor([21.4518, -0.2843, 29.5577,  ..., 17.1846, 12.6368, 14.8861])","tensor([19.7963, -0.4167, 40.2426,  ..., 25.2364, 12.4737, 19.7028])",0.9924797
creëren,maken,8.76,V,"tensor([34.3070, -0.2363, 43.4926,  ..., 24.1293, 14.9176, 21.2934])","tensor([37.8782, -0.3830, 43.9224,  ..., 25.4111, 15.0038, 22.3773])",0.9976017
accepteren,weigeren,2.25,V,"tensor([15.8385, -0.2845, 34.2146,  ..., 22.0150, 11.0577, 16.2081])","tensor([19.6310, -0.2512, 30.1433,  ..., 18.1371, 11.3157, 15.6450])",0.99286664
negeren,vermijden,5.87,V,"tensor([19.4698, -0.3039, 28.5675,  ..., 17.9530, 11.1632, 15.0172])","tensor([18.2443, -0.6213, 39.5495,  ..., 24.6161, 14.6784, 20.3956])",0.9936982
dragen,brengen,1.86,V,"tensor([37.1240, -0.3929, 45.1320,  ..., 26.3214, 14.8438, 22.7814])","tensor([23.1579, -0.2399, 33.5157,  ..., 16.5460, 12.4221, 15.8283])",0.98825485
vertrekken,binnenkomen,1.88,V,"tensor([19.4960, -0.1678, 26.1096,  ..., 14.5953, 10.3794, 12.6689])","tensor([19.4819, -0.2294, 25.5220,  ..., 15.0277,  9.6197, 12.9683])",0.99479014
kiezen,stemmen op,5.45,V,"tensor([22.6414, -0.3771, 41.4783,  ..., 25.0753, 13.1702, 20.3439])","tensor([18.6535, -0.2994, 27.1795,  ..., 16.1684, 10.6994, 13.5453])",0.99462026
verliezen,falen,5.51,V,"tensor([19.8685, -0.3419, 29.8164,  ..., 17.9125, 11.7360, 16.3012])","tensor([14.4819, -0.4121, 34.3887,  ..., 21.1839, 12.2840, 16.6639])",0.9953229
aanmoedigen,ontmoedigen,1.71,V,"tensor([21.5922, -0.7851, 48.9515,  ..., 32.2742, 15.7796, 24.8410])","tensor([21.0739, -0.4409, 32.9321,  ..., 20.9636, 11.1255, 17.2229])",0.9976817
bereiken,volbrengen,6.14,V,"tensor([18.9439, -0.3631, 35.8014,  ..., 20.9612, 12.2653, 17.5846])","tensor([21.5556, -0.3923, 30.1607,  ..., 17.5842, 10.9690, 15.6221])",0.99337834
maken,opbouwen,7.65,V,"tensor([37.8782, -0.3830, 43.9224,  ..., 25.4111, 15.0038, 22.3773])","tensor([21.5652, -0.5773, 42.0443,  ..., 26.6148, 13.1647, 21.3333])",0.9959006
luisteren,gehoorzamen,6.05,V,"tensor([21.7694, -0.2850, 31.7214,  ..., 20.1398, 10.4750, 16.4784])","tensor([17.6847, -0.6029, 40.3417,  ..., 26.4097, 12.5006, 20.5342])",0.9959836
delen,melden,6.1,V,"tensor([36.4461, -0.3482, 43.6335,  ..., 24.0556, 15.0486, 21.4567])","tensor([35.6311, -0.3329, 42.6788,  ..., 24.8392, 14.9241, 21.4152])",0.998645
ontvangen,geven,3.02,V,"tensor([20.0707, -0.0699, 22.0672,  ..., 10.7969,  9.6468, 10.4540])","tensor([23.2885, -0.4151, 39.0674,  ..., 22.5093, 13.5596, 19.5082])",0.98394907
lenen,smeken,2.17,V,"tensor([15.5277, -0.4400, 39.1463,  ..., 23.7011, 12.6293, 19.2056])","tensor([18.3356, -0.2332, 24.0236,  ..., 15.0352, 11.6186, 11.9826])",0.9880297
nemen,verkrijgen,4.83,V,"tensor([35.2411, -0.3523, 41.8632,  ..., 24.8141, 14.9149, 21.0960])","tensor([24.8141, -0.3434, 35.1034,  ..., 17.0284, 12.1935, 16.8580])",0.9936976
adviseren,aanbevelen,7.26,V,"tensor([24.5926, -0.3767, 35.4686,  ..., 19.5958, 12.5099, 17.9151])","tensor([23.6679, -0.8543, 42.8401,  ..., 29.9734, 14.0117, 23.2294])",0.98855996
imiteren,uitbeelden,5.75,V,"tensor([17.2597, -0.1857, 22.4223,  ..., 13.2116, 11.0517, 11.3104])","tensor([18.9247, -0.5499, 39.5611,  ..., 26.0068, 12.5043, 20.1848])",0.9833754
winnen,slagen,5.54,V,"tensor([35.6921, -0.4968, 45.9694,  ..., 26.9921, 16.1133, 24.0449])","tensor([21.9508, -0.4166, 36.4566,  ..., 20.0885, 13.7291, 18.5430])",0.9931931
denken,besluiten,2.2,V,"tensor([35.5975, -0.3814, 44.7626,  ..., 25.4788, 15.7273, 22.3118])","tensor([11.8430, -0.3499, 34.3530,  ..., 21.4857, 10.4275, 16.4938])",0.9950655
groeten,ontmoeten,3.42,V,"tensor([19.1431, -0.1830, 24.9729,  ..., 15.2241, 10.7964, 12.4539])","tensor([25.8029, -0.5859, 38.9851,  ..., 24.1533, 13.1786, 19.5087])",0.9915318
akkoord gaan,argumenteren,2.52,V,"tensor([22.3458, -0.3394, 29.8508,  ..., 17.9113, 10.8056, 14.6789])","tensor([20.8112, -0.4204, 30.8447,  ..., 18.5035, 11.1659, 16.2049])",0.99136925
genieten,vermaken,4.37,V,"tensor([21.6482, -0.4847, 44.5353,  ..., 26.3952, 14.9038, 21.6077])","tensor([20.5156, -0.5091, 39.3389,  ..., 22.4646, 13.5053, 19.7339])",0.9975304
vernietigen,maken,2.19,V,"tensor([19.7963, -0.4167, 40.2426,  ..., 25.2364, 12.4737, 19.7028])","tensor([37.8782, -0.3830, 43.9224,  ..., 25.4111, 15.0038, 22.3773])",0.9964486
redden,beschermen,3.8,V,"tensor([16.2589, -0.4160, 35.2488,  ..., 23.3251, 12.0559, 17.9227])","tensor([27.9160, -0.3616, 36.6482,  ..., 19.5781, 12.5456, 18.2072])",0.9944026
geven,lenen,2.8,V,"tensor([23.2885, -0.4151, 39.0674,  ..., 22.5093, 13.5596, 19.5082])","tensor([15.5277, -0.4400, 39.1463,  ..., 23.7011, 12.6293, 19.2056])",0.9962086
begrijpen,weten,4.81,V,"tensor([20.3389, -0.5528, 43.9667,  ..., 27.7164, 13.7842, 21.5195])","tensor([25.3204, -0.4517, 35.0120,  ..., 20.5670, 12.9117, 18.2495])",0.9959358
nemen,ontvangen,5.38,V,"tensor([35.2411, -0.3523, 41.8632,  ..., 24.8141, 14.9149, 21.0960])","tensor([20.0707, -0.0699, 22.0672,  ..., 10.7969,  9.6468, 10.4540])",0.98636234
accepteren,erkennen,6.02,V,"tensor([15.8385, -0.2845, 34.2146,  ..., 22.0150, 11.0577, 16.2081])","tensor([36.1621, -0.2433, 42.7492,  ..., 24.0072, 14.7849, 21.0276])",0.9958483
beslissen,kiezen,6.91,V,"tensor([17.8991, -0.2187, 24.5058,  ..., 15.0595, 10.4551, 12.2590])","tensor([22.6414, -0.3771, 41.4783,  ..., 25.0753, 13.1702, 20.3439])",0.98591167
accepteren,geloven,4.06,V,"tensor([15.8385, -0.2845, 34.2146,  ..., 22.0150, 11.0577, 16.2081])","tensor([21.8009, -0.4601, 32.4556,  ..., 20.5558, 11.9109, 17.3862])",0.99445057
houden,bezitten,6.22,V,"tensor([21.4302, -0.4278, 41.5539,  ..., 25.0992, 14.1585, 20.7881])","tensor([14.1242, -0.2616, 23.8654,  ..., 12.7647, 11.5785, 11.1200])",0.9685338
rondzwerven,dwalen,7.83,V,"tensor([18.8618, -0.4065, 29.5647,  ..., 20.4913, 11.1091, 16.1096])","tensor([17.2746, -0.2381, 23.2751,  ..., 14.7749, 10.1350, 11.6612])",0.9889153
slagen,falen,1.43,V,"tensor([21.9508, -0.4166, 36.4566,  ..., 20.0885, 13.7291, 18.5430])","tensor([14.4819, -0.4121, 34.3887,  ..., 21.1839, 12.2840, 16.6639])",0.9907952
besteden,redden,1.06,V,"tensor([18.9173, -0.3091, 27.1682,  ..., 16.6779, 11.5245, 13.7284])","tensor([16.2589, -0.4160, 35.2488,  ..., 23.3251, 12.0559, 17.9227])",0.9933723
vertrekken,gaan,8.03,V,"tensor([19.4960, -0.1678, 26.1096,  ..., 14.5953, 10.3794, 12.6689])","tensor([35.2709, -0.2134, 40.7264,  ..., 23.1331, 14.3246, 19.7422])",0.9941492
komen,bijwonen,4.91,V,"tensor([24.2032, -0.4522, 35.6225,  ..., 20.3089, 12.3996, 17.3034])","tensor([20.9480, -0.6927, 42.5515,  ..., 27.3314, 13.9601, 21.8683])",0.9915916
weten,geloven,2.87,V,"tensor([25.3204, -0.4517, 35.0120,  ..., 20.5670, 12.9117, 18.2495])","tensor([21.8009, -0.4601, 32.4556,  ..., 20.5558, 11.9109, 17.3862])",0.9948737
verzamelen,ontmoeten,3.22,V,"tensor([24.9928, -0.4168, 34.2007,  ..., 22.0813, 11.4157, 17.7426])","tensor([25.8029, -0.5859, 38.9851,  ..., 24.1533, 13.1786, 19.5087])",0.99695516
maken,verdienen,3.57,V,"tensor([37.8782, -0.3830, 43.9224,  ..., 25.4111, 15.0038, 22.3773])","tensor([25.1271, -0.2699, 32.5684,  ..., 17.1992, 12.0453, 16.5483])",0.9944621
vergeten,negeren,2.34,V,"tensor([33.9324, -0.3104, 41.1488,  ..., 24.4274, 14.8860, 20.6380])","tensor([19.4698, -0.3039, 28.5675,  ..., 17.9530, 11.1632, 15.0172])",0.9918094
vermenigvuldigen,toevoegen,3.67,V,"tensor([19.8967, -0.6399, 33.1513,  ..., 22.9571, 12.7103, 18.1136])","tensor([11.6297, -0.3148, 37.8979,  ..., 20.8738, 12.8498, 16.9730])",0.9856117
krimpen,groeien,2.98,V,"tensor([21.7916, -0.2835, 27.9828,  ..., 18.0936, 12.1153, 14.7506])","tensor([36.2358, -0.3196, 42.3898,  ..., 25.1321, 14.8762, 21.2327])",0.9924916
aankomen,komen,4.21,V,"tensor([21.9528, -0.2772, 29.9312,  ..., 18.8527, 10.6346, 15.1816])","tensor([24.2032, -0.4522, 35.6225,  ..., 20.3089, 12.3996, 17.3034])",0.9926861
slagen,proberen,1.8,V,"tensor([21.9508, -0.4166, 36.4566,  ..., 20.0885, 13.7291, 18.5430])","tensor([25.2252, -0.3889, 37.8963,  ..., 21.2617, 13.8922, 18.5921])",0.993766
accepteren,ontkennen,1.8,V,"tensor([15.8385, -0.2845, 34.2146,  ..., 22.0150, 11.0577, 16.2081])","tensor([20.1012, -0.4295, 29.8318,  ..., 18.9904, 10.8121, 16.0853])",0.9931281
aankomen,vertrekken,1.68,V,"tensor([21.9528, -0.2772, 29.9312,  ..., 18.8527, 10.6346, 15.1816])","tensor([19.4960, -0.1678, 26.1096,  ..., 14.5953, 10.3794, 12.6689])",0.9955183
akkoord gaan,afwijken,1.35,V,"tensor([22.3458, -0.3394, 29.8508,  ..., 17.9113, 10.8056, 14.6789])","tensor([19.0931, -0.4040, 37.0576,  ..., 25.0243, 12.5691, 19.0093])",0.99078834
sturen,ontvangen,1.78,V,"tensor([39.0422, -0.3533, 45.3214,  ..., 25.9488, 15.1732, 22.6777])","tensor([20.0707, -0.0699, 22.0672,  ..., 10.7969,  9.6468, 10.4540])",0.9870108
winnen,domineren,3.56,V,"tensor([35.6921, -0.4968, 45.9694,  ..., 26.9921, 16.1133, 24.0449])","tensor([18.3436, -0.2302, 24.0142,  ..., 14.4866, 11.0385, 12.5631])",0.99130446
toevoegen,verdelen,2.46,V,"tensor([11.6297, -0.3148, 37.8979,  ..., 20.8738, 12.8498, 16.9730])","tensor([20.3523, -0.2696, 28.8740,  ..., 17.9527, 10.8099, 15.1051])",0.9897096
doden,wurgen,5.31,V,"tensor([21.4518, -0.2843, 29.5577,  ..., 17.1846, 12.6368, 14.8861])","tensor([14.8855, -0.3632, 36.7395,  ..., 23.0432, 12.4219, 17.8900])",0.9951469
verwerven,krijgen,5.04,V,"tensor([18.7086, -0.4204, 28.4689,  ..., 17.6075, 12.4603, 15.2082])","tensor([19.9334, -0.4913, 44.0071,  ..., 25.6000, 14.6559, 21.5200])",0.99100405
deelnemen,meedoen,8.9,V,"tensor([26.8979, -0.5609, 39.7360,  ..., 22.0896, 14.3038, 19.4303])","tensor([16.3322, -0.3167, 24.6296,  ..., 15.7252, 10.4304, 12.9515])",0.98914236
vertrekken,achterblijven,1.95,V,"tensor([19.4960, -0.1678, 26.1096,  ..., 14.5953, 10.3794, 12.6689])","tensor([19.1528, -0.3327, 29.3699,  ..., 15.9189, 10.2650, 14.2067])",0.9932397
gaan,komen,4.01,V,"tensor([35.2709, -0.2134, 40.7264,  ..., 23.1331, 14.3246, 19.7422])","tensor([24.2032, -0.4522, 35.6225,  ..., 20.3089, 12.3996, 17.3034])",0.9936553
nemen,dragen,2.75,V,"tensor([35.2411, -0.3523, 41.8632,  ..., 24.8141, 14.9149, 21.0960])","tensor([37.1240, -0.3929, 45.1320,  ..., 26.3214, 14.8438, 22.7814])",0.9984464
vergeten,leren,1.91,V,"tensor([33.9324, -0.3104, 41.1488,  ..., 24.4274, 14.8860, 20.6380])","tensor([18.5739, -0.1563, 27.2736,  ..., 14.1590, 11.8375, 12.6873])",0.9898047
benoemen,kiezen,1.87,V,"tensor([15.0541, -0.5074, 34.9921,  ..., 20.9998, 12.2848, 18.0179])","tensor([22.6414, -0.3771, 41.4783,  ..., 25.0753, 13.1702, 20.3439])",0.99362135
verloven,trouwen,4.94,V,"tensor([20.9370, -0.4250, 30.7791,  ..., 19.9926, 11.4302, 16.5418])","tensor([17.8705, -0.1394, 23.2956,  ..., 14.1591, 10.5534, 11.4143])",0.98612076
vragen,bidden,1.62,V,"tensor([39.7981, -0.3891, 45.7159,  ..., 27.7353, 15.8365, 23.2310])","tensor([18.3728, -0.2135, 25.2730,  ..., 14.6859, 11.5873, 12.4878])",0.98924583
gaan,sturen,1.72,V,"tensor([35.2709, -0.2134, 40.7264,  ..., 23.1331, 14.3246, 19.7422])","tensor([39.0422, -0.3533, 45.3214,  ..., 25.9488, 15.1732, 22.6777])",0.9986703
nemen,leveren,2.57,V,"tensor([35.2411, -0.3523, 41.8632,  ..., 24.8141, 14.9149, 21.0960])","tensor([38.0984, -0.4520, 46.1235,  ..., 25.7463, 14.9767, 23.3718])",0.99819505
spreken,luisteren,2.13,V,"tensor([10.8447, -0.2658, 30.6283,  ..., 17.5753, 10.2043, 14.2513])","tensor([21.7694, -0.2850, 31.7214,  ..., 20.1398, 10.4750, 16.4784])",0.9920818
analyseren,evalueren,6.63,V,"tensor([19.2242, -0.4299, 38.7932,  ..., 24.8090, 12.0022, 19.6593])","tensor([17.3562, -0.2970, 26.8736,  ..., 16.6662, 12.4164, 13.5925])",0.98958355
argumenteren,rationaliseren,4.0,V,"tensor([20.8112, -0.4204, 30.8447,  ..., 18.5035, 11.1659, 16.2049])","tensor([29.2535, -0.4008, 38.7737,  ..., 23.5734, 13.3204, 20.3717])",0.99503046
verliezen,houden,1.09,V,"tensor([19.8685, -0.3419, 29.8164,  ..., 17.9125, 11.7360, 16.3012])","tensor([21.4302, -0.4278, 41.5539,  ..., 25.0992, 14.1585, 20.7881])",0.994216
vergelijken,analyseren,4.1,V,"tensor([24.1170, -0.3810, 34.9278,  ..., 20.2546, 12.3014, 17.0808])","tensor([19.2242, -0.4299, 38.7932,  ..., 24.8090, 12.0022, 19.6593])",0.9950445
desorganiseren,organiseren,2.68,V,"tensor([21.1057, -0.3818, 30.1291,  ..., 19.7425, 12.1220, 16.0008])","tensor([32.1067, -0.3973, 40.1283,  ..., 23.5347, 14.6328, 20.7423])",0.9918
gaan,verkopen,0.96,V,"tensor([35.2709, -0.2134, 40.7264,  ..., 23.1331, 14.3246, 19.7422])","tensor([36.5459, -0.3213, 42.5199,  ..., 24.6656, 14.5587, 21.2128])",0.998518
nemen,bezitten,3.26,V,"tensor([35.2411, -0.3523, 41.8632,  ..., 24.8141, 14.9149, 21.0960])","tensor([14.1242, -0.2616, 23.8654,  ..., 12.7647, 11.5785, 11.1200])",0.97128624
leren,luisteren,3.54,V,"tensor([18.5739, -0.1563, 27.2736,  ..., 14.1590, 11.8375, 12.6873])","tensor([21.7694, -0.2850, 31.7214,  ..., 20.1398, 10.4750, 16.4784])",0.9829732
vernietigen,bouwen,1.46,V,"tensor([19.7963, -0.4167, 40.2426,  ..., 25.2364, 12.4737, 19.7028])","tensor([37.5621, -0.3003, 42.6489,  ..., 24.7827, 15.2434, 21.1961])",0.99610454
creëren,bouwen,7.19,V,"tensor([34.3070, -0.2363, 43.4926,  ..., 24.1293, 14.9176, 21.2934])","tensor([37.5621, -0.3003, 42.6489,  ..., 24.7827, 15.2434, 21.1961])",0.99872476
stelen,kopen,2.73,V,"tensor([14.6728, -0.4132, 35.4892,  ..., 23.0284, 11.4649, 17.5147])","tensor([25.6840, -0.4073, 34.5815,  ..., 19.1128, 13.6662, 17.8038])",0.99374473
doden,ophangen,4.34,V,"tensor([21.4518, -0.2843, 29.5577,  ..., 17.1846, 12.6368, 14.8861])","tensor([20.5908, -0.5229, 41.1314,  ..., 25.8842, 12.6115, 20.3343])",0.9927722
vergeten,weten,2.28,V,"tensor([33.9324, -0.3104, 41.1488,  ..., 24.4274, 14.8860, 20.6380])","tensor([25.3204, -0.4517, 35.0120,  ..., 20.5670, 12.9117, 18.2495])",0.99513996
creëren,voorstellen,2.43,V,"tensor([34.3070, -0.2363, 43.4926,  ..., 24.1293, 14.9176, 21.2934])","tensor([21.5507, -0.4207, 32.6402,  ..., 19.9333, 12.5130, 16.3713])",0.9918057
doen,gebeuren,2.86,V,"tensor([31.7810, -0.3432, 36.6550,  ..., 19.8464, 14.1338, 18.1978])","tensor([36.3725, -0.2736, 39.9087,  ..., 21.8080, 14.0807, 19.8414])",0.9981143
winnen,bereiken,4.11,V,"tensor([35.6921, -0.4968, 45.9694,  ..., 26.9921, 16.1133, 24.0449])","tensor([18.9439, -0.3631, 35.8014,  ..., 20.9612, 12.2653, 17.5846])",0.9944468
geven,weigeren,0.9,V,"tensor([23.2885, -0.4151, 39.0674,  ..., 22.5093, 13.5596, 19.5082])","tensor([19.6310, -0.2512, 30.1433,  ..., 18.1371, 11.3157, 15.6450])",0.9929719
verdienen,nemen,2.57,V,"tensor([25.1271, -0.2699, 32.5684,  ..., 17.1992, 12.0453, 16.5483])","tensor([35.2411, -0.3523, 41.8632,  ..., 24.8141, 14.9149, 21.0960])",0.99530476
krijgen,zetten,2.08,V,"tensor([19.9334, -0.4913, 44.0071,  ..., 25.6000, 14.6559, 21.5200])","tensor([27.7231, -0.3676, 39.3972,  ..., 23.5996, 13.7034, 19.6314])",0.9976191
lokaliseren,vinden,7.37,V,"tensor([14.4774, -0.4035, 36.6485,  ..., 22.1284, 12.1331, 18.3407])","tensor([24.3081, -0.4288, 33.2902,  ..., 18.0516, 13.7488, 16.6000])",0.9951288
verschijnen,bijwonen,3.78,V,"tensor([24.1902, -0.5340, 36.9246,  ..., 22.6593, 13.1263, 19.2261])","tensor([20.9480, -0.6927, 42.5515,  ..., 27.3314, 13.9601, 21.8683])",0.9942721
weten,begrijpen,5.32,V,"tensor([25.3204, -0.4517, 35.0120,  ..., 20.5670, 12.9117, 18.2495])","tensor([20.3389, -0.5528, 43.9667,  ..., 27.7164, 13.7842, 21.5195])",0.9959358
doen alsof,voorstellen,5.32,V,"tensor([13.3723, -0.3752, 31.5922,  ..., 20.5916, 11.3611, 15.8846])","tensor([21.5507, -0.4207, 32.6402,  ..., 19.9333, 12.5130, 16.3713])",0.9944341
tevredenstellen,voldoen,5.49,V,"tensor([19.6535, -0.2346, 28.1884,  ..., 17.8139,  9.9656, 15.0562])","tensor([24.0498, -0.3239, 33.2546,  ..., 19.5113, 12.4616, 16.1876])",0.9890259
koesteren,houden,6.06,V,"tensor([18.5040, -0.2263, 26.2153,  ..., 15.9340,  9.9694, 13.3273])","tensor([21.4302, -0.4278, 41.5539,  ..., 25.0992, 14.1585, 20.7881])",0.9906215
argumenteren,verschillen,4.26,V,"tensor([20.8112, -0.4204, 30.8447,  ..., 18.5035, 11.1659, 16.2049])","tensor([36.5142, -0.2578, 41.5421,  ..., 24.5331, 14.9464, 20.7764])",0.9936101
overwinnen,domineren,3.93,V,"tensor([19.0065, -0.2665, 27.7057,  ..., 16.8361,  9.9649, 14.0959])","tensor([18.3436, -0.2302, 24.0142,  ..., 14.4866, 11.0385, 12.5631])",0.9932308
zich gedragen,gehoorzamen,5.84,V,"tensor([24.2572, -0.6179, 44.6987,  ..., 25.9279, 13.8701, 22.3954])","tensor([17.6847, -0.6029, 40.3417,  ..., 26.4097, 12.5006, 20.5342])",0.9958807
samenwerken,deelnemen,4.21,V,"tensor([20.7060, -0.3026, 27.2084,  ..., 14.8094, 10.4767, 12.8548])","tensor([26.8979, -0.5609, 39.7360,  ..., 22.0896, 14.3038, 19.4303])",0.98922163
bereiken,proberen,2.68,V,"tensor([18.9439, -0.3631, 35.8014,  ..., 20.9612, 12.2653, 17.5846])","tensor([25.2252, -0.3889, 37.8963,  ..., 21.2617, 13.8922, 18.5921])",0.9945232
falen,ontmoedigen,2.67,V,"tensor([14.4819, -0.4121, 34.3887,  ..., 21.1839, 12.2840, 16.6639])","tensor([21.0739, -0.4409, 32.9321,  ..., 20.9636, 11.1255, 17.2229])",0.9962436
beginnen,stoppen,1.89,V,"tensor([17.7681, -0.1372, 24.6800,  ..., 12.4361, 10.9053, 11.3921])","tensor([24.9069, -0.2198, 28.2451,  ..., 14.4979, 11.0133, 13.6432])",0.99065685
zeggen,deelnemen,2.67,V,"tensor([31.6592, -0.2671, 43.4244,  ..., 23.4209, 15.5760, 21.1441])","tensor([26.8979, -0.5609, 39.7360,  ..., 22.0896, 14.3038, 19.4303])",0.99354774
komen,brengen,2.83,V,"tensor([24.2032, -0.4522, 35.6225,  ..., 20.3089, 12.3996, 17.3034])","tensor([23.1579, -0.2399, 33.5157,  ..., 16.5460, 12.4221, 15.8283])",0.99371165
bekendmaken,aankondigen,5.2,V,"tensor([31.1412, -0.3204, 37.1222,  ..., 22.2346, 13.1409, 18.7937])","tensor([17.2652, -0.3099, 27.2755,  ..., 17.7568,  9.5035, 13.8812])",0.99384224
lezen,begrijpen,3.37,V,"tensor([26.2354, -0.3312, 37.1397,  ..., 21.5775, 13.2605, 18.5530])","tensor([20.3389, -0.5528, 43.9667,  ..., 27.7164, 13.7842, 21.5195])",0.99581575
nemen,achterlaten,2.01,V,"tensor([35.2411, -0.3523, 41.8632,  ..., 24.8141, 14.9149, 21.0960])","tensor([20.7986, -0.6950, 41.7162,  ..., 27.6189, 13.0319, 20.3967])",0.9923669
verkondigen,aankondigen,6.43,V,"tensor([20.3124, -0.4191, 40.1588,  ..., 24.2215, 14.8456, 19.8815])","tensor([17.2652, -0.3099, 27.2755,  ..., 17.7568,  9.5035, 13.8812])",0.9937627
verwerven,verkrijgen,6.39,V,"tensor([18.7086, -0.4204, 28.4689,  ..., 17.6075, 12.4603, 15.2082])","tensor([24.8141, -0.3434, 35.1034,  ..., 17.0284, 12.1935, 16.8580])",0.9867819
concluderen,beslissen,4.95,V,"tensor([17.4730, -0.3330, 25.9808,  ..., 15.3251, 12.5406, 13.2145])","tensor([17.8991, -0.2187, 24.5058,  ..., 15.0595, 10.4551, 12.2590])",0.9921162
